id,query,dimension_tuple_json,is_realistic_and_kept,notes_for_filtering
SYN141,i am looking for an advanced italian keto recipe to impress my friends using stuff from my pantry,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN142,got any ideas for a complex keto dish with italian flavors that I can make with regular pantry items?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN143,HELP! I wanna create a fancy keto italian meal using only pantry staples - pls give me detailed steps!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN144,need a complex italian keto recipe to make on a lazy weekend no time constraints ok?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN145,im looking for a high effort italian keto recipe that uses basic pantry stuff can you help me? thx!,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: italian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN146,i need a quick pescatarian recipe that uses salmon lemon and asparagus,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, lemon, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN147,What’s a super easy salmon dish i can whip up in less than 30 minutes?,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, lemon, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN148,need salmon and asparagus ideas for dinner quick!,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, lemon, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN149,can u recommend an easy salmon recipe with lemon n asparagus for beginners?,"{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, lemon, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN150,"pls help me find a simple salmon meal, i got lemon and asparagus ready! 🍋🐟","{""DietaryNeedsOrRestrictions"":""pescatarian"",""AvailableIngredientsFocus"":""must_use_specific: salmon, lemon, asparagus"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN151,can i get a quick recipe using lentils spinach and tomatoes that's egg free?,"{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN152,looking for an easy recipe with lentils and spinach that i can make in under 30 mins,"{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN153,"What's a simple dinner I can make with tomatoes, lentils, and spinach that's egg-free?","{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN154,"need an eggless recipe with lentils and spinach, something low-effort and quick","{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN155,plz suggest a quick lentil recipe 🍅🥬 affordable and easy to make thanks!,"{""DietaryNeedsOrRestrictions"":""egg-free"",""AvailableIngredientsFocus"":""must_use_specific: lentils, spinach, tomatoes"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN156,i'm looking for a kosher middle eastern dish that i can make with stuff i have in my pantry. something that takes about 30-60 mins and isn't too hard to prepare,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN157,Need a recipe for a middle eastern kosher meal using basic pantry ingredients. I have moderate skills in cooking and about 45 mins to spare!,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN158,what can i make that's KosHer and middle eastern? I have some general pantry items and want it to be a bit of a challenge. Timewise im looking at 30-60 mins please!,"{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN159,"can u suggest a simple kosher middle eastern recipe? I have some staples but want to try something intermediate, make it interesting! 💪🍽️","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN160,"looking for a middle eastern kosher dish, something that I can whip up from pantry items but it should be moderately fussy. have 30 to 60 mins to make it","{""DietaryNeedsOrRestrictions"":""kosher"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN161,looking for diabetic friendly meal ideas no fried stuff,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN162,need a diabetic friendly recipe that's not fried in 30-60 mins,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN163,Any ideas for a diabetic dish? nothing fried pls 🙏,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN164,Diabetic friendly recipes 30-60 mins not fried,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN165,what's an easy diabetic recip 2 cook without frying,"{""DietaryNeedsOrRestrictions"":""diabetic-friendly"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: fried"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN166,advanced dairy free indian dish ideas,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN167,i NEED a complex dairyfree recipe from indian cuisine,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN168,looking for intricate dairy free indain meals,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN169,give me a high effort meal  without dairy please,"{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN170,"wanna try making a daairy free indian recipe , help!","{""DietaryNeedsOrRestrictions"":""dairy-free"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""specific_cuisine: indian"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN171,i need a quick and easy low-carb Mexican recipe using zucchini cheese and ground turkey,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground turkey"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN172,"Can you suggest a SIMPLE low carb recipe with zucchini, cheese & ground turkey?","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground turkey"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN173,need a quick low-carb mexican dish using zucchini and turkey plz,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground turkey"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN174,what's a fast meal I can make with ground turkey zucchini and cheese thats low carb?,"{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground turkey"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN175,"pls help! i have zucchini, ground turkey, cheese and need a low-carb mexican dish in under 30 mins! 😁","{""DietaryNeedsOrRestrictions"":""low-carb"",""AvailableIngredientsFocus"":""must_use_specific: zucchini, cheese, ground turkey"",""CuisinePreference"":""specific_cuisine: mexican"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN176,need a quick recipe with quinoa beans and avocados,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN177,What's an Easy nut free dish I can make under 30 mins?,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN178,looking for simple quinoa and bean meal that i can whip up fast,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN179,any nut-free ideas for dinner with avocado and beans pls? 🤔,"{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN180,"quick meal with quinoa, beans, and avocado, any ideas?","{""DietaryNeedsOrRestrictions"":""nut-free"",""AvailableIngredientsFocus"":""must_use_specific: quinoa, beans, avocado"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN181,easy vegetarian recipes no seafood,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN182,can u give me a simple veg recipe?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN183,need quick meatless meal ideas pls 🥦,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN184,looking for easy vegetarian dinner,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN185,whats a good low effort veggie dish without seafood?,"{""DietaryNeedsOrRestrictions"":""vegetarian"",""AvailableIngredientsFocus"":""no_specific_ingredients"",""CuisinePreference"":""avoid_specific: seafood"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""flexible_no_time_constraint"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN186,hey can u help me find a halal middle eastern dish that uses basic pantry ingredients? i have 30 to 60 mins to cook and i want something with moderate effort!,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN187,"i need a delicious middle eastern recipe prepped with halal ingredients. i have some stuff in my pantry, but nothing fancy. looking at around 30 to 60 mins of cooking time and a bit of challenge pls","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN188,"could u give me an intermediate level halal recipe, something middle eastern? i’d prefer to use what i already have in my pantry and i have about 30 to 60 minutes to cook","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN189,need a halal middle eastern recipe that i can make in under an hour. i have general pantry ingredients and don’t mind putting in some effort. thanks! 🤗,"{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN190,"looking for a halal meal idea from middle eastern cuisine, something not too easy but doable in under an hour. i have basic pantry stuff at home, can anyone suggest a recipe?","{""DietaryNeedsOrRestrictions"":""halal"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""specific_cuisine: middle eastern"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN191,easy keto recipe under 30 mins plz,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN192,any quick kEto meal ideas?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN193,need fast keto dinner recipe 4 beginners,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN194,whats a simple keto dish i can whip up quick?,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN195,keto pantry recipe in 30 min or less 🍽️,"{""DietaryNeedsOrRestrictions"":""keto"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""beginner_easy_low_effort"",""TimeAvailability"":""quick_under_30_mins"",""QueryStyleAndDetail"":""short_keywords_minimal_detail""}",1,
SYN196,"I'm looking for a vegan recipe that uses general pantry items, something not too easy but also not super complicated, and I have about 30 to 60 minutes to cook. Any cuisine is fine!","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN197,"need a recipe for dinner that is vegan, something with moderate effort. I want to use what I have in my pantry and make it in less than an hour","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN198,"Can you suggest a detailed vegan dish, maybe a stir-fry or pasta, that I can whip up with pantry staples I have on hand? I have around 30 to 60 mins and prefer something with moderate skill level","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN199,whats an intermediate vegan recipe i can cook using regular pantry stuff? Would like to know how long it takes like 30-60 mins,"{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN200,"😋 i need a vegan recipe for dinner that’s a bit challenging but not too hard. I’ve got a lot of basic pantry ingredients and about 30 to 60 minutes to spare, can you help?","{""DietaryNeedsOrRestrictions"":""vegan"",""AvailableIngredientsFocus"":""general_pantry"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""detailed_request_high_detail""}",1,
SYN201,"can you give me an advanced gluten-free recipe using chickpeas, spinach, and curry powder that will take about 45 minutes?","{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, spinach, curry powder"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN202,"LOOKING for a gluten free dish that incorporates chickpeas and spinach with curry powder, something complex to make","{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, spinach, curry powder"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN203,need a super yummy gluten free recipe that has chickpeas spinach curry powder and takes between 30 to 60 mins pls!,"{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, spinach, curry powder"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN204,"i want a challenging recipe that’s gluten-free and uses chickpeas, spinach, and curry powder - what can i make?","{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, spinach, curry powder"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN205,"gluten free chickpea spinach curry powder recipe ideas - need something a bit complex, 30-60 mins","{""DietaryNeedsOrRestrictions"":""gluten-free"",""AvailableIngredientsFocus"":""must_use_specific: chickpeas, spinach, curry powder"",""CuisinePreference"":""any_cuisine"",""SkillLevelEffort"":""advanced_complex_high_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN206,"hey, do you have a good paleo recipe that uses sweet potatoes, chicken thighs, and broccoli? I can spend about 30-60 mins cooking","{""DietaryNeedsOrRestrictions"":""paleo"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, chicken thighs, broccoli"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN207,"Need an American style recipe that I can make with sweet potatoes and chicken thighs, something paleo and moderate effort plz!","{""DietaryNeedsOrRestrictions"":""paleo"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, chicken thighs, broccoli"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN208,"I’m looking for a way to use sweet potatoes and broccoli for dinner, something paleo and takes 30-60 mins?","{""DietaryNeedsOrRestrictions"":""paleo"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, chicken thighs, broccoli"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
SYN209,"whats a good paleo recipe that has chicken thighs, sweet potatoes and broccoli? I can handle moderate effort for this one!","{""DietaryNeedsOrRestrictions"":""paleo"",""AvailableIngredientsFocus"":""must_use_specific: sweet potatoes, chicken thighs, broccoli"",""CuisinePreference"":""specific_cuisine: american"",""SkillLevelEffort"":""intermediate_moderate_effort"",""TimeAvailability"":""moderate_30_to_60_mins"",""QueryStyleAndDetail"":""natural_question_moderate_detail""}",1,
